company,date,total debt,equity,DERatio
RF,12/31/06,$122.67 ,$20.70 ,5.93
RF,3/31/07,$117.75 ,$20.31 ,5.8
RF,6/30/07,$117.93 ,$19.70 ,5.99
RF,9/30/07,$118.39 ,$19.85 ,5.97
RF,12/31/07,$121.22 ,$19.82 ,6.12
RF,3/31/08,$124.23 ,$20.02 ,6.21
RF,6/30/08,$124.73 ,$19.71 ,6.33
RF,9/30/08,$124.59 ,$19.71 ,6.32
RF,12/31/08,$129.44 ,$16.81 ,7.7
RF,3/31/09,$125.16 ,$16.82 ,7.44
RF,6/30/09,$124.07 ,$18.74 ,6.62
RF,9/30/09,$121.49 ,$18.49 ,6.57
RF,12/31/09,$124.44 ,$17.88 ,6.96
RF,3/31/10,$119.59 ,$17.64 ,6.78
RF,6/30/10,$117.88 ,$17.46 ,6.75
RF,9/30/10,$116.34 ,$17.16 ,6.78
RF,12/31/10,$115.62 ,$16.73 ,6.91
RF,3/31/11,$115.14 ,$16.62 ,6.93
RF,6/30/11,$114.02 ,$16.89 ,6.75
RF,9/30/11,$112.50 ,$17.26 ,6.52
RF,12/31/11,$110.55 ,$16.50 ,6.7
RF,3/31/12,$110.75 ,$17.53 ,6.32
RF,6/30/12,$107.89 ,$14.46 ,7.46
RF,9/30/12,$106.90 ,$14.90 ,7.17
RF,12/31/12,$105.85 ,$15.50 ,6.83
RF,3/31/13,$103.98 ,$15.74 ,6.61
RF,6/30/13,$103.38 ,$15.33 ,6.74
RF,9/30/13,$101.38 ,$15.49 ,6.55
RF,12/31/13,$101.63 ,$15.77 ,6.45
RF,3/31/14,$101.80 ,$16.13 ,6.31
RF,6/30/14,$101.69 ,$17.03 ,5.97
RF,9/30/14,$102.07 ,$17.16 ,5.95
RF,12/31/14,$102.69 ,$16.87 ,6.09
RF,3/31/15,$105.40 ,$17.05 ,6.18
RF,6/30/15,$104.96 ,$16.90 ,6.21
RF,9/30/15,$107.84 ,$16.95 ,6.36
RF,12/31/15,$109.21 ,$16.84 ,6.48
RF,3/31/16,$108.33 ,$17.21 ,6.29
RF,6/30/16,$108.83 ,$17.39 ,6.26
RF,9/30/16,$107.81 ,$17.37 ,6.21
RF,12/31/16,$109.30 ,$16.66 ,6.56
RF,3/31/17,$107.82 ,$16.72 ,6.45
RF,6/30/17,$107.75 ,$16.89 ,6.38
RF,9/30/17,$106.65 ,$16.62 ,6.42
RF,12/31/17,$108.10 ,$16.19 ,6.68
RF,3/31/18,$107.05 ,$15.87 ,6.75
RF,6/30/18,$108.78 ,$15.78 ,6.9
RF,9/30/18,$109.81 ,$14.77 ,7.44
RF,12/31/18,$110.60 ,$15.09 ,7.33
RF,3/31/19,$113.28 ,$15.52 ,7.3
RF,6/30/19,$110.91 ,$16.61 ,6.68
RF,9/30/19,$111.57 ,$16.58 ,6.73
RF,12/31/19,$109.95 ,$16.30 ,6.75
RF,3/31/20,$116.21 ,$17.33 ,6.71
RF,6/30/20,$126.44 ,$17.63 ,7.17
RF,9/30/20,$127.28 ,$17.90 ,7.11
RF,12/31/20,$129.28 ,$18.11 ,7.14
RGA,3/31/05,$12.13 ,$2.30 ,5.26
RGA,6/30/05,$12.55 ,$2.48 ,5.06
RGA,9/30/05,$12.92 ,$2.53 ,5.12
RGA,12/31/05,$13.67 ,$2.53 ,5.41
RGA,3/31/06,$14.08 ,$2.49 ,5.67
RGA,6/30/06,$15.35 ,$2.47 ,6.23
RGA,9/30/06,$15.70 ,$2.78 ,5.66
RGA,12/31/06,$16.22 ,$2.82 ,5.76
RGA,3/31/07,$16.94 ,$2.89 ,5.86
RGA,6/30/07,$17.44 ,$2.90 ,6.03
RGA,9/30/07,$18.06 ,$3.04 ,5.94
RGA,12/31/07,$18.41 ,$3.19 ,5.77
RGA,3/31/08,$18.75 ,$3.06 ,6.13
RGA,6/30/08,$19.35 ,$3.06 ,6.32
RGA,9/30/08,$19.24 ,$2.61 ,7.38
RGA,12/31/08,$19.04 ,$2.62 ,7.28
RGA,3/31/09,$19.16 ,$2.47 ,7.75
RGA,6/30/09,$19.55 ,$3.10 ,6.31
RGA,9/30/09,$20.39 ,$3.77 ,5.41
RGA,12/31/09,$21.38 ,$3.87 ,5.53
RGA,3/31/10,$22.56 ,$4.17 ,5.42
RGA,6/30/10,$22.78 ,$4.44 ,5.13
RGA,9/30/10,$23.94 ,$5.00 ,4.79
RGA,12/31/10,$24.04 ,$5.04 ,4.77
RGA,3/31/11,$24.49 ,$5.02 ,4.88
RGA,6/30/11,$25.34 ,$5.33 ,4.76
RGA,9/30/11,$25.52 ,$5.66 ,4.51
RGA,12/31/11,$25.82 ,$5.82 ,4.44
RGA,3/31/12,$26.36 ,$5.93 ,4.45
RGA,6/30/12,$32.10 ,$6.25 ,5.14
RGA,9/30/12,$33.19 ,$6.73 ,4.93
RGA,12/31/12,$33.45 ,$6.91 ,4.84
RGA,3/31/13,$33.28 ,$6.92 ,4.81
RGA,6/30/13,$32.90 ,$5.89 ,5.59
RGA,9/30/13,$33.63 ,$5.90 ,5.7
RGA,12/31/13,$33.74 ,$5.94 ,5.68
RGA,3/31/14,$34.29 ,$6.25 ,5.49
RGA,6/30/14,$36.48 ,$6.69 ,5.45
RGA,9/30/14,$36.23 ,$6.68 ,5.42
RGA,12/31/14,$37.63 ,$7.02 ,5.36
RGA,3/31/15,$37.54 ,$7.15 ,5.25
RGA,6/30/15,$40.98 ,$6.48 ,6.32
RGA,9/30/15,$41.37 ,$6.24 ,6.63
RGA,12/31/15,$44.25 ,$6.14 ,7.21
RGA,3/31/16,$45.47 ,$6.72 ,6.77
RGA,6/30/16,$46.30 ,$7.58 ,6.11
RGA,9/30/16,$46.84 ,$7.99 ,5.86
RGA,12/31/16,$46.01 ,$7.09 ,6.49
RGA,3/31/17,$46.39 ,$7.42 ,6.25
RGA,6/30/17,$50.17 ,$7.97 ,6.29
RGA,9/30/17,$50.60 ,$8.10 ,6.25
RGA,12/31/17,$50.95 ,$9.57 ,5.32
RGA,3/31/18,$51.95 ,$9.01 ,5.77
RGA,6/30/18,$51.17 ,$8.60 ,5.95
RGA,9/30/18,$54.39 ,$8.58 ,6.34
RGA,12/31/18,$56.09 ,$8.45 ,6.64
RGA,3/31/19,$57.02 ,$9.67 ,5.9
RGA,6/30/19,$61.34 ,$10.71 ,5.73
RGA,9/30/19,$64.25 ,$11.52 ,5.58
RGA,12/31/19,$65.13 ,$11.60 ,5.61
RGA,3/31/20,$66.35 ,$9.30 ,7.13
RGA,6/30/20,$68.18 ,$12.55 ,5.43
RGA,9/30/20,$68.91 ,$13.21 ,5.22
RGA,12/31/20,$70.30 ,$14.35 ,4.9
RJF,3/31/05,$6.73 ,$1.16 ,5.8
RJF,6/30/05,$6.66 ,$1.19 ,5.59
RJF,9/30/05,$7.13 ,$1.24 ,5.74
RJF,12/31/05,$7.82 ,$1.32 ,5.94
RJF,3/31/06,$8.69 ,$1.38 ,6.3
RJF,6/30/06,$9.35 ,$1.44 ,6.48
RJF,9/30/06,$10.05 ,$1.46 ,6.87
RJF,12/31/06,$10.75 ,$1.53 ,7.03
RJF,3/31/07,$12.56 ,$1.60 ,7.84
RJF,6/30/07,$13.99 ,$1.68 ,8.33
RJF,9/30/07,$14.50 ,$1.76 ,8.25
RJF,12/31/07,$15.29 ,$1.81 ,8.47
RJF,3/31/08,$16.31 ,$1.77 ,9.2
RJF,6/30/08,$16.43 ,$1.85 ,8.9
RJF,9/30/08,$18.83 ,$1.88 ,9.99
RJF,12/31/08,$16.42 ,$1.87 ,8.8
RJF,3/31/09,$16.22 ,$1.90 ,8.55
RJF,6/30/09,$15.87 ,$1.96 ,8.09
RJF,9/30/09,$15.99 ,$2.23 ,7.16
RJF,12/31/09,$12.38 ,$2.32 ,5.34
RJF,3/31/10,$12.88 ,$2.40 ,5.38
RJF,6/30/10,$12.41 ,$2.47 ,5.03
RJF,9/30/10,$15.29 ,$2.60 ,5.89
RJF,12/31/10,$12.13 ,$2.72 ,4.46
RJF,3/31/11,$12.47 ,$2.82 ,4.42
RJF,6/30/11,$13.25 ,$2.87 ,4.63
RJF,9/30/11,$15.10 ,$2.91 ,5.18
RJF,12/31/11,$14.93 ,$2.96 ,5.04
RJF,3/31/12,$15.86 ,$3.42 ,4.64
RJF,6/30/12,$17.59 ,$3.58 ,4.91
RJF,9/30/12,$17.48 ,$3.68 ,4.75
RJF,12/31/12,$18.47 ,$3.81 ,4.85
RJF,3/31/13,$18.82 ,$3.91 ,4.81
RJF,6/30/13,$18.34 ,$3.88 ,4.73
RJF,9/30/13,$19.19 ,$4.00 ,4.8
RJF,12/31/13,$17.80 ,$4.13 ,4.31
RJF,3/31/14,$18.66 ,$4.21 ,4.43
RJF,6/30/14,$18.76 ,$4.31 ,4.35
RJF,9/30/14,$18.89 ,$4.43 ,4.26
RJF,12/31/14,$19.70 ,$4.56 ,4.32
RJF,3/31/15,$20.32 ,$4.65 ,4.37
RJF,6/30/15,$20.06 ,$4.75 ,4.23
RJF,9/30/15,$21.68 ,$4.79 ,4.53
RJF,12/31/15,$21.99 ,$4.92 ,4.47
RJF,3/31/16,$22.88 ,$4.88 ,4.69
RJF,6/30/16,$23.85 ,$4.99 ,4.78
RJF,9/30/16,$26.42 ,$5.06 ,5.22
RJF,12/31/16,$26.47 ,$5.21 ,5.09
RJF,3/31/17,$27.60 ,$5.33 ,5.18
RJF,6/30/17,$27.93 ,$5.50 ,5.08
RJF,9/30/17,$29.19 ,$5.69 ,5.13
RJF,12/31/17,$30.28 ,$5.80 ,5.22
RJF,3/31/18,$29.99 ,$6.04 ,4.96
RJF,6/30/18,$30.11 ,$6.25 ,4.82
RJF,9/30/18,$30.96 ,$6.45 ,4.8
RJF,12/31/18,$32.32 ,$6.23 ,5.19
RJF,3/31/19,$31.74 ,$6.44 ,4.93
RJF,6/30/19,$32.11 ,$6.56 ,4.89
RJF,9/30/19,$32.19 ,$6.64 ,4.85
RJF,12/31/19,$33.25 ,$6.90 ,4.82
RJF,3/31/20,$42.98 ,$6.83 ,6.29
RJF,6/30/20,$37.67 ,$7.02 ,5.37
RJF,9/30/20,$40.31 ,$7.18 ,5.62
RJF,12/31/20,$46.22 ,$7.44 ,6.21
RLI,3/31/05,$1.89 ,$0.63 ,2.99
RLI,6/30/05,$1.91 ,$0.68 ,2.82
RLI,9/30/05,$1.98 ,$0.69 ,2.89
RLI,12/31/05,$2.04 ,$0.69 ,2.95
RLI,3/31/06,$2.04 ,$0.70 ,2.91
RLI,6/30/06,$2.01 ,$0.67 ,2.99
RLI,9/30/06,$2.06 ,$0.71 ,2.91
RLI,12/31/06,$2.02 ,$0.76 ,2.66
RLI,3/31/07,$1.98 ,$0.77 ,2.59
RLI,6/30/07,$2.02 ,$0.78 ,2.58
RLI,9/30/07,$1.99 ,$0.82 ,2.43
RLI,12/31/07,$1.85 ,$0.77 ,2.39
RLI,3/31/08,$1.86 ,$0.75 ,2.49
RLI,6/30/08,$1.86 ,$0.74 ,2.51
RLI,9/30/08,$1.79 ,$0.72 ,2.49
RLI,12/31/08,$1.71 ,$0.71 ,2.42
RLI,3/31/09,$1.69 ,$0.71 ,2.37
RLI,6/30/09,$1.72 ,$0.76 ,2.25
RLI,9/30/09,$1.74 ,$0.83 ,2.1
RLI,12/31/09,$1.71 ,$0.83 ,2.05
RLI,3/31/10,$1.72 ,$0.85 ,2.03
RLI,6/30/10,$1.75 ,$0.86 ,2.04
RLI,9/30/10,$1.76 ,$0.91 ,1.93
RLI,12/31/10,$1.72 ,$0.79 ,2.18
RLI,3/31/11,$1.70 ,$0.82 ,2.08
RLI,6/30/11,$1.87 ,$0.86 ,2.16
RLI,9/30/11,$1.93 ,$0.87 ,2.22
RLI,12/31/11,$1.86 ,$0.79 ,2.35
RLI,3/31/12,$1.85 ,$0.83 ,2.23
RLI,6/30/12,$1.84 ,$0.85 ,2.15
RLI,9/30/12,$1.86 ,$0.89 ,2.08
RLI,12/31/12,$1.85 ,$0.80 ,2.32
RLI,3/31/13,$1.79 ,$0.83 ,2.14
RLI,6/30/13,$1.85 ,$0.83 ,2.25
RLI,9/30/13,$2.03 ,$0.86 ,2.38
RLI,12/31/13,$1.91 ,$0.83 ,2.31
RLI,3/31/14,$1.92 ,$0.87 ,2.21
RLI,6/30/14,$1.99 ,$0.92 ,2.16
RLI,9/30/14,$2.00 ,$0.93 ,2.14
RLI,12/31/14,$1.93 ,$0.85 ,2.28
RLI,3/31/15,$1.92 ,$0.86 ,2.23
RLI,6/30/15,$1.95 ,$0.87 ,2.24
RLI,9/30/15,$1.95 ,$0.88 ,2.2
RLI,12/31/15,$1.91 ,$0.82 ,2.32
RLI,3/31/16,$1.89 ,$0.87 ,2.16
RLI,6/30/16,$1.98 ,$0.91 ,2.17
RLI,9/30/16,$1.99 ,$0.92 ,2.16
RLI,12/31/16,$1.95 ,$0.82 ,2.37
RLI,3/31/17,$1.93 ,$0.85 ,2.28
RLI,6/30/17,$2.00 ,$0.88 ,2.28
RLI,9/30/17,$2.08 ,$0.88 ,2.36
RLI,12/31/17,$2.09 ,$0.85 ,2.45
RLI,3/31/18,$2.06 ,$0.83 ,2.48
RLI,6/30/18,$2.16 ,$0.85 ,2.54
RLI,9/30/18,$2.20 ,$0.87 ,2.53
RLI,12/31/18,$2.30 ,$0.81 ,2.85
RLI,3/31/19,$2.34 ,$0.90 ,2.62
RLI,6/30/19,$2.42 ,$0.96 ,2.52
RLI,9/30/19,$2.51 ,$1.00 ,2.51
RLI,12/31/19,$2.55 ,$1.00 ,2.56
RLI,3/31/20,$2.46 ,$0.92 ,2.69
RLI,6/30/20,$2.57 ,$1.05 ,2.44
RLI,9/30/20,$2.69 ,$1.10 ,2.45
RLI,12/31/20,$2.80 ,$1.14 ,2.47
SCHW,3/31/05,$42.13 ,$4.28 ,9.86
SCHW,6/30/05,$42.16 ,$4.32 ,9.76
SCHW,9/30/05,$41.02 ,$4.35 ,9.43
SCHW,12/31/05,$42.90 ,$4.45 ,9.64
SCHW,3/31/06,$42.99 ,$4.63 ,9.28
SCHW,6/30/06,$42.26 ,$4.60 ,9.18
SCHW,9/30/06,$42.51 ,$4.63 ,9.17
SCHW,12/31/06,$43.98 ,$5.01 ,8.78
SCHW,3/31/07,$42.34 ,$4.94 ,8.58
SCHW,6/30/07,$43.93 ,$5.07 ,8.66
SCHW,9/30/07,$35.92 ,$3.39 ,10.58
SCHW,12/31/07,$38.55 ,$3.73 ,10.33
SCHW,3/31/08,$40.99 ,$3.56 ,11.51
SCHW,6/30/08,$44.47 ,$3.89 ,11.43
SCHW,9/30/08,$48.70 ,$4.06 ,11.99
SCHW,12/31/08,$47.61 ,$4.06 ,11.73
SCHW,3/31/09,$50.60 ,$4.30 ,11.76
SCHW,6/30/09,$57.65 ,$4.61 ,12.49
SCHW,9/30/09,$63.08 ,$4.90 ,12.87
SCHW,12/31/09,$70.36 ,$5.07 ,13.87
SCHW,3/31/10,$72.67 ,$5.67 ,12.81
SCHW,6/30/10,$76.42 ,$5.88 ,13
SCHW,9/30/10,$81.26 ,$6.04 ,13.47
SCHW,12/31/10,$86.34 ,$6.23 ,13.87
SCHW,3/31/11,$88.40 ,$6.49 ,13.63
SCHW,6/30/11,$90.84 ,$6.73 ,13.49
SCHW,9/30/11,$95.25 ,$7.66 ,12.44
SCHW,12/31/11,$100.84 ,$7.71 ,13.07
SCHW,3/31/12,$103.15 ,$8.34 ,12.37
SCHW,6/30/12,$102.71 ,$9.11 ,11.27
SCHW,9/30/12,$108.19 ,$9.47 ,11.43
SCHW,12/31/12,$124.05 ,$9.59 ,12.94
SCHW,3/31/13,$123.55 ,$9.78 ,12.64
SCHW,6/30/13,$126.19 ,$9.72 ,12.98
SCHW,9/30/13,$130.16 ,$10.05 ,12.95
SCHW,12/31/13,$133.26 ,$10.38 ,12.84
SCHW,3/31/14,$133.25 ,$10.82 ,12.32
SCHW,6/30/14,$132.23 ,$11.17 ,11.84
SCHW,9/30/14,$135.97 ,$11.47 ,11.85
SCHW,12/31/14,$142.84 ,$11.80 ,12.1
SCHW,3/31/15,$148.01 ,$12.16 ,12.17
SCHW,6/30/15,$151.20 ,$12.42 ,12.17
SCHW,9/30/15,$157.21 ,$13.20 ,11.91
SCHW,12/31/15,$170.30 ,$13.40 ,12.71
SCHW,3/31/16,$176.49 ,$14.51 ,12.16
SCHW,6/30/16,$183.06 ,$14.99 ,12.21
SCHW,9/30/16,$193.87 ,$15.47 ,12.53
SCHW,12/31/16,$206.96 ,$16.42 ,12.6
SCHW,3/31/17,$210.08 ,$16.98 ,12.37
SCHW,6/30/17,$203.11 ,$17.49 ,11.61
SCHW,9/30/17,$212.69 ,$18.03 ,11.8
SCHW,12/31/17,$224.75 ,$18.53 ,12.13
SCHW,3/31/18,$228.99 ,$19.33 ,11.85
SCHW,6/30/18,$241.79 ,$20.10 ,12.03
SCHW,9/30/18,$251.27 ,$20.83 ,12.06
SCHW,12/31/18,$275.81 ,$20.67 ,13.34
SCHW,3/31/19,$261.19 ,$21.63 ,12.08
SCHW,6/30/19,$255.00 ,$21.32 ,11.96
SCHW,9/30/19,$257.63 ,$21.35 ,12.07
SCHW,12/31/19,$272.26 ,$21.75 ,12.52
SCHW,3/31/20,$344.51 ,$26.27 ,13.11
SCHW,6/30/20,$369.67 ,$30.82 ,12
SCHW,9/30/20,$388.02 ,$31.33 ,12.39
SCHW,12/31/20,$492.95 ,$56.06 ,8.79
SF,3/31/05,$0.30 ,$0.13 ,2.29
SF,6/30/05,$0.30 ,$0.14 ,2.17
SF,9/30/05,$0.30 ,$0.15 ,2.06
SF,12/31/05,$0.69 ,$0.16 ,4.43
SF,3/31/06,$0.70 ,$0.20 ,3.54
SF,6/30/06,$0.86 ,$0.21 ,4.16
SF,9/30/06,$0.92 ,$0.21 ,4.38
SF,12/31/06,$0.87 ,$0.22 ,3.93
SF,3/31/07,$1.09 ,$0.34 ,3.17
SF,6/30/07,$1.25 ,$0.39 ,3.21
SF,9/30/07,$1.11 ,$0.41 ,2.73
SF,12/31/07,$1.08 ,$0.43 ,2.53
SF,3/31/08,$1.18 ,$0.44 ,2.69
SF,6/30/08,$1.22 ,$0.47 ,2.63
SF,9/30/08,$1.48 ,$0.57 ,2.61
SF,12/31/08,$0.97 ,$0.59 ,1.63
SF,3/31/09,$1.38 ,$0.63 ,2.19
SF,6/30/09,$1.59 ,$0.70 ,2.26
SF,9/30/09,$2.06 ,$0.83 ,2.47
SF,12/31/09,$2.29 ,$0.87 ,2.63
SF,3/31/10,$2.32 ,$0.91 ,2.54
SF,6/30/10,$2.44 ,$0.93 ,2.64
SF,9/30/10,$2.97 ,$1.21 ,2.45
SF,12/31/10,$2.96 ,$1.25 ,2.36
SF,3/31/11,$3.25 ,$1.29 ,2.53
SF,6/30/11,$3.22 ,$1.30 ,2.48
SF,9/30/11,$3.68 ,$1.26 ,2.92
SF,12/31/11,$3.65 ,$1.30 ,2.8
SF,3/31/12,$4.12 ,$1.34 ,3.07
SF,6/30/12,$4.77 ,$1.37 ,3.48
SF,9/30/12,$4.71 ,$1.43 ,3.3
SF,12/31/12,$5.47 ,$1.50 ,3.66
SF,3/31/13,$6.23 ,$1.90 ,3.27
SF,6/30/13,$6.60 ,$1.90 ,3.48
SF,9/30/13,$6.72 ,$1.99 ,3.37
SF,12/31/13,$6.95 ,$2.06 ,3.38
SF,3/31/14,$7.29 ,$2.10 ,3.47
SF,6/30/14,$7.40 ,$2.17 ,3.41
SF,9/30/14,$7.09 ,$2.24 ,3.17
SF,12/31/14,$7.20 ,$2.32 ,3.1
SF,3/31/15,$7.01 ,$2.36 ,2.97
SF,6/30/15,$7.62 ,$2.52 ,3.02
SF,9/30/15,$6.87 ,$2.49 ,2.75
SF,12/31/15,$10.83 ,$2.49 ,4.35
SF,3/31/16,$11.80 ,$2.42 ,4.88
SF,6/30/16,$12.90 ,$2.49 ,5.18
SF,9/30/16,$14.51 ,$2.69 ,5.39
SF,12/31/16,$16.39 ,$2.74 ,5.99
SF,3/31/17,$16.36 ,$2.78 ,5.89
SF,6/30/17,$16.69 ,$2.85 ,5.87
SF,9/30/17,$17.55 ,$2.93 ,5.99
SF,12/31/17,$18.52 ,$2.86 ,6.47
SF,3/31/18,$18.80 ,$2.92 ,6.44
SF,6/30/18,$19.65 ,$2.95 ,6.65
SF,9/30/18,$20.60 ,$3.16 ,6.52
SF,12/31/18,$21.32 ,$3.20 ,6.67
SF,3/31/19,$20.75 ,$3.43 ,6.04
SF,6/30/19,$20.86 ,$3.49 ,5.98
SF,9/30/19,$20.60 ,$3.56 ,5.79
SF,12/31/19,$20.94 ,$3.67 ,5.71
SF,3/31/20,$22.43 ,$3.47 ,6.46
SF,6/30/20,$21.74 ,$3.88 ,5.6
SF,9/30/20,$21.52 ,$4.03 ,5.34
SF,12/31/20,$22.37 ,$4.24 ,5.28
SIGI,3/31/05,$3.14 ,$0.89 ,3.53
SIGI,6/30/05,$3.23 ,$0.94 ,3.43
SIGI,9/30/05,$3.34 ,$0.95 ,3.5
SIGI,12/31/05,$3.40 ,$0.98 ,3.46
SIGI,3/31/06,$3.50 ,$0.96 ,3.65
SIGI,6/30/06,$3.49 ,$1.00 ,3.47
SIGI,9/30/06,$3.75 ,$1.05 ,3.58
SIGI,12/31/06,$3.69 ,$1.08 ,3.43
SIGI,3/31/07,$3.76 ,$1.04 ,3.62
SIGI,6/30/07,$3.85 ,$1.00 ,3.84
SIGI,9/30/07,$3.94 ,$1.04 ,3.78
SIGI,12/31/07,$3.93 ,$1.08 ,3.65
SIGI,3/31/08,$3.93 ,$1.05 ,3.75
SIGI,6/30/08,$4.06 ,$1.02 ,3.99
SIGI,9/30/08,$4.06 ,$0.98 ,4.16
SIGI,12/31/08,$4.06 ,$0.89 ,4.55
SIGI,3/31/09,$4.09 ,$0.91 ,4.5
SIGI,6/30/09,$4.09 ,$0.95 ,4.32
SIGI,9/30/09,$4.17 ,$0.99 ,4.23
SIGI,12/31/09,$4.11 ,$1.00 ,4.1
SIGI,3/31/10,$4.28 ,$1.01 ,4.24
SIGI,6/30/10,$4.18 ,$1.05 ,3.98
SIGI,9/30/10,$4.24 ,$1.09 ,3.88
SIGI,12/31/10,$4.16 ,$1.07 ,3.88
SIGI,3/31/11,$4.19 ,$1.08 ,3.87
SIGI,6/30/11,$4.27 ,$1.10 ,3.88
SIGI,9/30/11,$4.66 ,$1.09 ,4.29
SIGI,12/31/11,$4.63 ,$1.06 ,4.37
SIGI,3/31/12,$4.55 ,$1.08 ,4.2
SIGI,6/30/12,$4.60 ,$1.09 ,4.24
SIGI,9/30/12,$4.76 ,$1.12 ,4.23
SIGI,12/31/12,$5.70 ,$1.09 ,5.23
SIGI,3/31/13,$5.21 ,$1.14 ,4.58
SIGI,6/30/13,$5.01 ,$1.10 ,4.56
SIGI,9/30/13,$5.14 ,$1.12 ,4.57
SIGI,12/31/13,$5.12 ,$1.15 ,4.43
SIGI,3/31/14,$5.19 ,$1.19 ,4.37
SIGI,6/30/14,$5.25 ,$1.24 ,4.24
SIGI,9/30/14,$5.31 ,$1.27 ,4.19
SIGI,12/31/14,$5.30 ,$1.28 ,4.15
SIGI,3/31/15,$5.39 ,$1.32 ,4.09
SIGI,6/30/15,$5.47 ,$1.31 ,4.18
SIGI,9/30/15,$5.54 ,$1.36 ,4.08
SIGI,12/31/15,$5.51 ,$1.40 ,3.94
SIGI,3/31/16,$5.55 ,$1.48 ,3.76
SIGI,6/30/16,$5.64 ,$1.55 ,3.63
SIGI,9/30/16,$5.79 ,$1.58 ,3.68
SIGI,12/31/16,$5.82 ,$1.53 ,3.8
SIGI,3/31/17,$5.81 ,$1.59 ,3.65
SIGI,6/30/17,$5.88 ,$1.65 ,3.56
SIGI,9/30/17,$6.11 ,$1.70 ,3.6
SIGI,12/31/17,$5.97 ,$1.71 ,3.49
SIGI,3/31/18,$6.00 ,$1.66 ,3.62
SIGI,6/30/18,$6.01 ,$1.70 ,3.54
SIGI,9/30/18,$6.25 ,$1.74 ,3.59
SIGI,12/31/18,$6.16 ,$1.79 ,3.44
SIGI,3/31/19,$6.36 ,$1.93 ,3.3
SIGI,6/30/19,$6.52 ,$2.06 ,3.16
SIGI,9/30/19,$6.58 ,$2.14 ,3.08
SIGI,12/31/19,$6.60 ,$2.20 ,3.01
SIGI,3/31/20,$6.88 ,$2.10 ,3.28
SIGI,6/30/20,$7.01 ,$2.30 ,3.05
SIGI,9/30/20,$7.12 ,$2.39 ,2.98
SIGI,12/31/20,$6.95 ,$2.74 ,2.54
SIVB,3/31/05,$4.53 ,$0.52 ,8.77
SIVB,6/30/05,$4.78 ,$0.53 ,8.96
SIVB,9/30/05,$4.82 ,$0.55 ,8.84
SIVB,12/31/05,$4.97 ,$0.57 ,8.73
SIVB,3/31/06,$4.86 ,$0.59 ,8.29
SIVB,6/30/06,$4.90 ,$0.57 ,8.63
SIVB,9/30/06,$5.28 ,$0.60 ,8.86
SIVB,12/31/06,$5.45 ,$0.63 ,8.68
SIVB,3/31/07,$5.19 ,$0.65 ,7.95
SIVB,6/30/07,$5.94 ,$0.67 ,8.87
SIVB,9/30/07,$5.63 ,$0.67 ,8.37
SIVB,12/31/07,$6.02 ,$0.68 ,8.89
SIVB,3/31/08,$6.22 ,$0.68 ,9.22
SIVB,6/30/08,$6.63 ,$0.69 ,9.67
SIVB,9/30/08,$7.34 ,$0.73 ,10.05
SIVB,12/31/08,$8.71 ,$1.31 ,6.64
SIVB,3/31/09,$9.67 ,$1.29 ,7.48
SIVB,6/30/09,$10.14 ,$1.33 ,7.65
SIVB,9/30/09,$11.15 ,$1.39 ,8
SIVB,12/31/09,$11.37 ,$1.47 ,7.71
SIVB,3/31/10,$12.58 ,$1.55 ,8.12
SIVB,6/30/10,$13.28 ,$1.63 ,8.16
SIVB,9/30/10,$13.96 ,$1.70 ,8.23
SIVB,12/31/10,$15.78 ,$1.75 ,9.03
SIVB,3/31/11,$16.77 ,$1.85 ,9.08
SIVB,6/30/11,$17.35 ,$2.02 ,8.61
SIVB,9/30/11,$17.00 ,$2.19 ,7.76
SIVB,12/31/11,$17.72 ,$2.25 ,7.87
SIVB,3/31/12,$18.48 ,$2.34 ,7.89
SIVB,6/30/12,$18.85 ,$2.44 ,7.71
SIVB,9/30/12,$19.02 ,$2.56 ,7.44
SIVB,12/31/12,$20.16 ,$2.61 ,7.74
SIVB,3/31/13,$20.13 ,$2.66 ,7.56
SIVB,6/30/13,$19.48 ,$2.67 ,7.29
SIVB,9/30/13,$20.82 ,$2.92 ,7.12
SIVB,12/31/13,$23.34 ,$3.08 ,7.58
SIVB,3/31/14,$26.34 ,$3.37 ,7.82
SIVB,6/30/14,$29.37 ,$3.94 ,7.46
SIVB,9/30/14,$32.10 ,$3.94 ,8.15
SIVB,12/31/14,$35.29 ,$4.05 ,8.71
SIVB,3/31/15,$35.42 ,$4.28 ,8.28
SIVB,6/30/15,$37.05 ,$3.19 ,11.62
SIVB,9/30/15,$38.42 ,$3.31 ,11.59
SIVB,12/31/15,$41.35 ,$3.33 ,12.41
SIVB,3/31/16,$40.06 ,$3.51 ,11.41
SIVB,6/30/16,$39.50 ,$3.63 ,10.87
SIVB,9/30/16,$39.55 ,$3.72 ,10.62
SIVB,12/31/16,$40.91 ,$3.78 ,10.83
SIVB,3/31/17,$42.51 ,$3.90 ,10.89
SIVB,6/30/17,$44.36 ,$4.04 ,10.98
SIVB,9/30/17,$46.56 ,$4.20 ,11.09
SIVB,12/31/17,$46.90 ,$4.32 ,10.86
SIVB,3/31/18,$48.94 ,$4.56 ,10.73
SIVB,6/30/18,$51.06 ,$4.81 ,10.63
SIVB,9/30/18,$53.07 ,$5.07 ,10.47
SIVB,12/31/18,$51.66 ,$5.27 ,9.81
